##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR1795072_2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1361900
Sequences flagged as poor quality	0
Sequence length	35-251
%GC	56
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1111	55-59	0.14202260884008666
1111	60-64	-0.07019408316731557
1111	65-69	0.2656983933372956
1111	70-74	0.28682468969830666
1111	75-79	0.20973186451544734
1111	80-84	0.20447875345389122
1111	85-89	0.11547066698948782
1111	90-94	0.23568077503847462
1111	95-99	0.1541904481088281
1111	100-104	0.28086772090776435
1111	105-109	0.2060546557510321
1111	110-114	0.3107700163945637
1111	115-119	0.2466422057412032
1111	120-124	0.29454591791851925
1111	125-129	0.3545283040568279
1111	130-134	0.5389731634053305
1111	135-139	0.3128936822911399
1111	140-144	0.4965939592687576
1111	145-149	0.4209700858879657
1111	150-154	0.4817990314812235
1111	155-159	0.5281219079662094
1111	160-164	0.6510193051677433
1111	165-169	0.661871231039278
1111	170-174	0.37443075665122905
1111	175-179	0.29781040120368374
1111	180-184	0.5057538031044473
1111	185-189	0.5344158594065824
1111	190-194	0.7358383689996089
1111	195-199	0.7323271269310254
1111	200-204	0.917146620969735
1111	205-209	1.0139378151368383
1111	210-214	0.7356435982136489
1111	215-219	0.916844528540512
1111	220-224	0.6771308373068265
1111	225-229	1.0540398950437968
1111	230-234	0.934407983319538
1111	235-239	1.0330117647904906
1111	240-244	1.2317560816075641
1111	245-249	1.056202843770592
1111	250-251	0.708446277481567
1112	1	0.5160314690452807
1112	2	0.32979641965893336
1112	3	0.143762451794629
1112	4	0.2542187674234171
1112	5	0.21783290738773076
1112	6	0.21006333245295394
1112	7	-0.004856708187837455
1112	8	-0.05520597943305461
1112	9	-0.17409572649988547
1112	10-14	0.04862209529353123
1112	15-19	0.11773615677468996
1112	20-24	0.07739136266609137
1112	25-29	0.07415085510154285
1112	30-34	0.2755973812653494
1112	35-39	0.18178203878562726
1112	40-44	0.0819266080463521
1112	45-49	0.18162618836964128
1112	50-54	0.2920845142863655
1112	55-59	0.09873451210788176
1112	60-64	-0.03320372827774776
1112	65-69	0.24689690169947198
1112	70-74	0.2707344915855785
1112	75-79	0.30660584949043823
1112	80-84	0.15775639881537273
1112	85-89	0.21526716990019423
1112	90-94	0.25729749392263557
1112	95-99	0.14264070271260465
1112	100-104	0.2593376412551649
1112	105-109	0.4394897928282617
1112	110-114	0.4042270359797513
1112	115-119	0.32563523776293835
1112	120-124	0.1793077471524569
1112	125-129	0.28519197628976656
1112	130-134	0.6101412808581443
1112	135-139	0.18899700569904354
1112	140-144	0.5172929244551128
1112	145-149	0.28920544387622016
1112	150-154	0.49264780120343943
1112	155-159	0.3928787679443815
1112	160-164	0.40182944976449875
1112	165-169	0.38025153824290214
1112	170-174	0.003997055364138191
1112	175-179	0.09102281195828255
1112	180-184	0.4036780346795865
1112	185-189	0.5031046625669937
1112	190-194	0.7285970117541467
1112	195-199	0.759089047523517
1112	200-204	0.7284029845107014
1112	205-209	0.6411545496649573
1112	210-214	0.6317275250260934
1112	215-219	0.8336125198651061
1112	220-224	0.7417240981396489
1112	225-229	0.8306745787210659
1112	230-234	0.6604272882766722
1112	235-239	0.9455808858701111
1112	240-244	0.8464754267216392
1112	245-249	0.7086483719454577
1112	250-251	0.5356932989596537
1113	1	0.4976325725308257
1113	2	0.29473677384859087
1113	3	0.2902864337285891
1113	4	0.13827123735215707
1113	5	0.34752535781451144
1113	6	0.09876171456124894
1113	7	0.08092790451286191
1113	8	0.05705873503885073
1113	9	-0.19248795982011302
1113	10-14	0.07821714950732428
1113	15-19	0.19526560941827853
1113	20-24	0.17668572282491368
1113	25-29	-0.009441483406291695
1113	30-34	0.10111242535713671
1113	35-39	0.0165683757382169
1113	40-44	0.12777870355838417
1113	45-49	0.263193234798365
1113	50-54	0.2555264779672157
1113	55-59	0.17895768625010078
1113	60-64	0.09778637398139978
1113	65-69	0.2020918539634735
1113	70-74	0.14327367175957306
1113	75-79	0.3536615043351503
1113	80-84	0.4549179728969648
1113	85-89	0.409809275684637
1113	90-94	0.4734219391245915
1113	95-99	0.4570856114466437
1113	100-104	0.5630882743660024
1113	105-109	0.5219190362224921
1113	110-114	0.5144210279434773
1113	115-119	0.566009237003712
1113	120-124	0.3569259821764703
1113	125-129	0.4727922345208455
1113	130-134	0.6700184875285373
1113	135-139	0.7277597775487195
1113	140-144	0.7476554625934355
1113	145-149	0.5916916068751661
1113	150-154	0.7072341038498067
1113	155-159	0.6779525416089953
1113	160-164	0.5783509448606097
1113	165-169	0.629465734369056
1113	170-174	0.7595069529841822
1113	175-179	0.8712352218029338
1113	180-184	0.725350059009962
1113	185-189	0.8078578854815284
1113	190-194	0.823220275978521
1113	195-199	0.5640931008277477
1113	200-204	0.6416320256054355
1113	205-209	0.6835492831411507
1113	210-214	0.9980257327827005
1113	215-219	0.826221303153936
1113	220-224	0.9403737815584847
1113	225-229	1.1152879329375018
1113	230-234	1.2602043574803794
1113	235-239	1.2018442617497769
1113	240-244	1.2202610152986288
1113	245-249	1.1714416371830012
1113	250-251	1.0155287982177548
1114	1	0.5980410078382477
1114	2	0.4549479260098295
1114	3	0.4115309532669258
1114	4	0.22189627811034995
1114	5	0.2682184402839525
1114	6	-0.09076210394508166
1114	7	0.2159864211570266
1114	8	-0.17888496430533252
1114	9	-0.2923334155169641
1114	10-14	0.1766722454271914
1114	15-19	-0.026707392711479372
1114	20-24	0.08560002327053695
1114	25-29	-0.14091372786025147
1114	30-34	0.07636067982841155
1114	35-39	0.12042294372393769
1114	40-44	0.2220154964904637
1114	45-49	0.14240344258861626
1114	50-54	0.13846508523045742
1114	55-59	0.15615826570735436
1114	60-64	0.026062792710504823
1114	65-69	0.042946393728129806
1114	70-74	0.03550065644806466
1114	75-79	0.24063171356993962
1114	80-84	0.3433310596806223
1114	85-89	0.16371307782543454
1114	90-94	0.34907736339365414
1114	95-99	0.19537993269447895
1114	100-104	0.35366254391233554
1114	105-109	0.2816930359102159
1114	110-114	0.3843494164302257
1114	115-119	0.3042222953656335
1114	120-124	0.0923184814299347
1114	125-129	0.20046536941141824
1114	130-134	0.45980398722313964
1114	135-139	0.3377727638209933
1114	140-144	0.4620362537316822
1114	145-149	0.28017786368987885
1114	150-154	0.36249838362766695
1114	155-159	0.3747274662844333
1114	160-164	0.34665669857274395
1114	165-169	0.33949374054083137
1114	170-174	0.40544628936978455
1114	175-179	0.49921457813211134
1114	180-184	0.43158785041628533
1114	185-189	0.36328211212715544
1114	190-194	0.6983165320527505
1114	195-199	0.7084006904805982
1114	200-204	0.3881276096803248
1114	205-209	0.7499525398893532
1114	210-214	0.8381466402455935
1114	215-219	0.5248017180640083
1114	220-224	0.551328883525656
1114	225-229	0.5437228341927032
1114	230-234	0.7380859226662295
1114	235-239	0.25716702659493507
1114	240-244	0.35604549183600653
1114	245-249	0.7870844533184993
1114	250-251	0.6805099550317202
2101	1	-0.7409503980785885
2101	2	-0.4884006342945142
2101	3	-0.19797614582644485
2101	4	-0.11692286065024149
2101	5	-0.024383347921407506
2101	6	0.07741292430431912
2101	7	0.09804630266613401
2101	8	0.04264493669526104
2101	9	0.0538133416441724
2101	10-14	0.06308304115689367
2101	15-19	-0.06234696163400599
2101	20-24	-0.029259982560049025
2101	25-29	-0.09646012795855796
2101	30-34	-0.13836054854483137
2101	35-39	-0.04333752910790878
2101	40-44	-0.08922479310863451
2101	45-49	-0.16043110321083986
2101	50-54	-0.1485286030891757
2101	55-59	-0.21337014594251968
2101	60-64	-0.17093307968818294
2101	65-69	-0.23810346453638687
2101	70-74	-0.37523183041474084
2101	75-79	-0.35988912754831404
2101	80-84	-0.21366537370573013
2101	85-89	-0.1623203561403912
2101	90-94	-0.291632566857551
2101	95-99	-0.26021139915383884
2101	100-104	-0.3479392101596801
2101	105-109	-0.38567574568524066
2101	110-114	-0.45685180074751486
2101	115-119	-0.43926711026220744
2101	120-124	-0.41323591917774394
2101	125-129	-0.2886598369384643
2101	130-134	-0.4126343060538886
2101	135-139	-0.5611599316462232
2101	140-144	-0.46407341809798197
2101	145-149	-0.6481570117212314
2101	150-154	-0.3543932533263714
2101	155-159	-0.555032492628925
2101	160-164	-0.7071722304417349
2101	165-169	-0.591663067530412
2101	170-174	-0.5303962310535013
2101	175-179	-0.708881580481517
2101	180-184	-0.8381686977348402
2101	185-189	-0.8992836759527343
2101	190-194	-0.7693273556520097
2101	195-199	-0.8736254549010454
2101	200-204	-0.9168890193727783
2101	205-209	-0.8906086240475624
2101	210-214	-0.8249462384852606
2101	215-219	-1.1184804416813847
2101	220-224	-1.084014201279178
2101	225-229	-1.4314558649992968
2101	230-234	-1.1551674472332394
2101	235-239	-1.2741702660013416
2101	240-244	-1.4152866088793168
2101	245-249	-1.3784911816334606
2101	250-251	-0.8968423321702019
2102	1	-0.6919143990903969
2102	2	-0.29389547920111525
2102	3	-0.301180670598157
2102	4	-0.45179465930693397
2102	5	-0.4620904647213635
2102	6	-0.5062856681792809
2102	7	-0.5308656538091725
2102	8	-0.5350395777168373
2102	9	-0.4232811086488013
2102	10-14	-0.6183620176627613
2102	15-19	-0.6270761254910298
2102	20-24	-0.7169531053820748
2102	25-29	-0.7806369579837238
2102	30-34	-1.0146323309643108
2102	35-39	-0.7364770705972177
2102	40-44	-0.8944329002745164
2102	45-49	-0.8912326647474273
2102	50-54	-1.0536495195893494
2102	55-59	-1.0572737275895605
2102	60-64	-1.1634679660120284
2102	65-69	-1.3352652637151863
2102	70-74	-0.7467540859789494
2102	75-79	-0.43117275202737204
2102	80-84	-0.34242756696205845
2102	85-89	-0.3553337630446691
2102	90-94	-0.42237447582008514
2102	95-99	-0.477479550495552
2102	100-104	-0.30705555373977234
2102	105-109	-0.36842036188705407
2102	110-114	-0.5460891961538508
2102	115-119	-0.3665184798977421
2102	120-124	-0.3496945819016801
2102	125-129	-0.29205153500895875
2102	130-134	-0.3305417607928973
2102	135-139	-0.4769327610483529
2102	140-144	-0.4923496095258244
2102	145-149	-0.5173665721150442
2102	150-154	-0.20728425802467143
2102	155-159	-0.6852419867415733
2102	160-164	-0.6171590107801634
2102	165-169	-0.35510116038611983
2102	170-174	-0.571342594712327
2102	175-179	-0.62445788212165
2102	180-184	-0.5860641923303405
2102	185-189	-0.8483058864338453
2102	190-194	-0.8589374128065295
2102	195-199	-0.7863553143991702
2102	200-204	-0.5068649885806416
2102	205-209	-0.6109249832260026
2102	210-214	-0.6504399710358868
2102	215-219	-0.7031574757488954
2102	220-224	-0.3277710151506703
2102	225-229	-0.6586073691185241
2102	230-234	-0.7473906305588862
2102	235-239	-0.48031111303358287
2102	240-244	-0.7025754670283675
2102	245-249	-0.9549735373411856
2102	250-251	-0.6367415453185146
2103	1	-0.16491682333215252
2103	2	-0.35239754824362635
2103	3	-0.2182505972025517
2103	4	-0.18806894877531732
2103	5	-0.15293184167892804
2103	6	-0.19958484215970884
2103	7	-0.38503313525829697
2103	8	-0.1203146179785648
2103	9	-0.3349314695675929
2103	10-14	-0.143089485553908
2103	15-19	-0.1251297456131013
2103	20-24	-0.24830920268152568
2103	25-29	-0.19721185489882487
2103	30-34	-0.25543782995177367
2103	35-39	-0.29100625848364814
2103	40-44	-0.1391253107109307
2103	45-49	-0.23611891226307336
2103	50-54	-0.25985829304335084
2103	55-59	-0.14559571469641952
2103	60-64	-0.25881299507791766
2103	65-69	-0.2754021860101119
2103	70-74	-0.26234538333694957
2103	75-79	-0.25826091752477964
2103	80-84	-0.20617473447482126
2103	85-89	-0.20617337334243047
2103	90-94	-0.25156167338344204
2103	95-99	-0.38444657002548155
2103	100-104	-0.2404932858632094
2103	105-109	-0.2955520189095253
2103	110-114	-0.5299654684861039
2103	115-119	-0.2569217978985989
2103	120-124	-0.29539241777249714
2103	125-129	-0.3548528526937673
2103	130-134	-0.2921745357929879
2103	135-139	-0.3927019204946305
2103	140-144	-0.45439524928971053
2103	145-149	-0.44813064394671187
2103	150-154	-0.07700880039844549
2103	155-159	-0.4237661200353884
2103	160-164	-0.3061242649967255
2103	165-169	-0.34290074727707776
2103	170-174	-0.4668897278696207
2103	175-179	-0.36884703849137424
2103	180-184	-0.14041166499353608
2103	185-189	-0.5401212533405797
2103	190-194	-0.422276434218368
2103	195-199	-0.3481729914644731
2103	200-204	-0.2338400037825039
2103	205-209	-0.5053299025487377
2103	210-214	-0.4470140635965656
2103	215-219	-0.38908124352178675
2103	220-224	-0.3960870350060759
2103	225-229	-0.6432437598684295
2103	230-234	-0.6187886210410589
2103	235-239	-0.4228485121128571
2103	240-244	-0.44919013119958606
2103	245-249	-0.5789746216297473
2103	250-251	-0.5222010754312301
2104	1	-0.02647239008658886
2104	2	-0.24200211570779118
2104	3	-0.22735108897347445
2104	4	-0.200089199154327
2104	5	-0.20915478062962478
2104	6	-0.1408705018508698
2104	7	-0.5910131284549749
2104	8	-0.2598719401578151
2104	9	-0.23067792407143628
2104	10-14	-0.21984270558254337
2104	15-19	-0.17846001325238348
2104	20-24	-0.46800145739450016
2104	25-29	-0.2000354431047242
2104	30-34	-0.3454655051897859
2104	35-39	-0.6152071369942647
2104	40-44	-0.37969340643520155
2104	45-49	-0.3967117867423937
2104	50-54	-0.5497882483112093
2104	55-59	-0.33930811378386494
2104	60-64	-0.36481974281439733
2104	65-69	-0.24029005803860315
2104	70-74	-0.13773376384706637
2104	75-79	-0.11049308651541168
2104	80-84	-0.32469119640358457
2104	85-89	-0.23756548518302623
2104	90-94	-0.18895279034846624
2104	95-99	-0.37035408759768984
2104	100-104	-0.2745490938724373
2104	105-109	-0.23122828016465746
2104	110-114	-0.21434518317009577
2104	115-119	-0.357482192338459
2104	120-124	-0.2575717080027218
2104	125-129	-0.5771194834539983
2104	130-134	-0.44945970989272865
2104	135-139	-0.517702659067929
2104	140-144	-0.31503684588818004
2104	145-149	-0.42115924488791023
2104	150-154	-0.35593849808970646
2104	155-159	-0.7831304367321295
2104	160-164	-0.683778592426421
2104	165-169	-0.6700520301140003
2104	170-174	-0.5969609248442467
2104	175-179	-0.5024418007917859
2104	180-184	-0.5393236212977044
2104	185-189	-0.5893786945121668
2104	190-194	-0.7558154656159743
2104	195-199	-0.5260612004789351
2104	200-204	-0.49026076129486285
2104	205-209	-0.39277256198194976
2104	210-214	-0.3800234583124613
2104	215-219	-0.2224912144402893
2104	220-224	-0.18429228145980048
2104	225-229	-0.41201589824597207
2104	230-234	-0.683283735454463
2104	235-239	-0.41102010460026506
2104	240-244	-0.4846903323338765
2104	245-249	-0.48373613170239693
2104	250-251	-0.33262780175224194
2105	1	-0.23064240315297724
2105	2	-0.5367522797554152
2105	3	-0.2404251635348551
2105	4	-0.1852189087951217
2105	5	-0.1457109755259296
2105	6	-0.04224967745803809
2105	7	-0.4407882318559544
2105	8	-0.2005920713615481
2105	9	-0.11033684608062089
2105	10-14	-0.1253711048679378
2105	15-19	-0.1275183801152835
2105	20-24	-0.06777078470948794
2105	25-29	-0.07491054513572237
2105	30-34	-0.023239275501772738
2105	35-39	-0.057613514096637175
2105	40-44	-0.04075768280473824
2105	45-49	-0.19937777642365972
2105	50-54	-0.3142164500188187
2105	55-59	0.23248293646740592
2105	60-64	0.1161324425830017
2105	65-69	-0.018759757584895453
2105	70-74	-0.16521339826667258
2105	75-79	-0.11586737846852202
2105	80-84	-0.24462887007992862
2105	85-89	-0.30420977978918273
2105	90-94	-0.24148959917516777
2105	95-99	-0.347206788845142
2105	100-104	-0.3137266121617941
2105	105-109	-0.3532613263594513
2105	110-114	-0.1207947222843373
2105	115-119	-0.39907305026012807
2105	120-124	-0.2657215202574079
2105	125-129	-0.4481969433196582
2105	130-134	-0.24370129293127007
2105	135-139	-0.310156509049726
2105	140-144	-0.3384356397405597
2105	145-149	-0.34323200816113086
2105	150-154	-0.30564196813174505
2105	155-159	-0.8532607050493084
2105	160-164	-0.7912875613574712
2105	165-169	-0.5521745635302864
2105	170-174	-0.3523822766381173
2105	175-179	-0.29286790421731723
2105	180-184	-0.395101882193174
2105	185-189	-0.31425681834211616
2105	190-194	-0.5618661965974923
2105	195-199	-0.16167154713715348
2105	200-204	-0.8797380364639906
2105	205-209	-0.2899391763139363
2105	210-214	-0.5995118557895935
2105	215-219	-0.5008964510899219
2105	220-224	-0.48577403392689433
2105	225-229	-0.519635704877814
2105	230-234	-0.7117594484222316
2105	235-239	-0.6900839795080813
2105	240-244	-0.6768274867144193
2105	245-249	-0.9937777123783675
2105	250-251	-0.7300137482433016
2106	1	-0.1419100050151556
2106	2	-0.004659506432545868
2106	3	-0.14175802021036077
2106	4	-0.06348344585460097
2106	5	0.10384898628788619
2106	6	0.09603777309652628
2106	7	0.015393212319068539
2106	8	0.1396223175457152
2106	9	0.14897447262360686
2106	10-14	0.08752463158848656
2106	15-19	0.032395419798227465
2106	20-24	0.11039692118727373
2106	25-29	0.19153312778953335
2106	30-34	0.18613667318342664
2106	35-39	0.11880672485254706
2106	40-44	0.21172937084088517
2106	45-49	0.23324105092063263
2106	50-54	0.03819225119408998
2106	55-59	0.17154134291441636
2106	60-64	0.27209802338824574
2106	65-69	0.14892302637798593
2106	70-74	0.006813063684113274
2106	75-79	-0.2635078483754114
2106	80-84	-0.4008332521096136
2106	85-89	-0.3365063889699158
2106	90-94	-0.253212921304133
2106	95-99	-0.23404445397115126
2106	100-104	-0.40123265462042923
2106	105-109	-0.26509210423799345
2106	110-114	-0.3050457877930839
2106	115-119	-0.1444444607570574
2106	120-124	-0.20238260083087312
2106	125-129	-0.49705013857592206
2106	130-134	-0.3313516310780358
2106	135-139	-0.11316178655557962
2106	140-144	-0.18421331640723082
2106	145-149	-0.26640954496812697
2106	150-154	-0.37399078735918323
2106	155-159	-0.27944620795608444
2106	160-164	-0.5257411736121469
2106	165-169	-0.43815984833398147
2106	170-174	-0.25804837010063864
2106	175-179	-0.26504864526972227
2106	180-184	-0.20003564984364886
2106	185-189	-0.489208412725727
2106	190-194	-0.8261634980209145
2106	195-199	-0.16310787829668172
2106	200-204	-0.7282644006760499
2106	205-209	-0.4622138983715267
2106	210-214	-0.3875366736432042
2106	215-219	-0.5316148519227184
2106	220-224	-0.7641387826725072
2106	225-229	-0.8292908833459336
2106	230-234	-0.5846134854667078
2106	235-239	-0.6311745743117569
2106	240-244	-0.9659637603637066
2106	245-249	-0.9905408767987005
2106	250-251	-0.6539895826651794
2107	1	-0.009699345624266442
2107	2	-0.20748711271218667
2107	3	-0.2191083323353844
2107	4	-0.3088974579110513
2107	5	-0.05107358956492192
2107	6	-0.08812625681605368
2107	7	-0.176769824793098
2107	8	-0.01278397352336924
2107	9	0.08659071598112433
2107	10-14	-0.059951316214494454
2107	15-19	-0.033032609314396666
2107	20-24	0.08242025199694325
2107	25-29	0.0816555315093268
2107	30-34	-0.14159267085405247
2107	35-39	-3.589481902182001E-4
2107	40-44	0.04092039760774924
2107	45-49	0.06620386444967608
2107	50-54	0.1088566006983811
2107	55-59	-0.006392663963161738
2107	60-64	0.07308807299549613
2107	65-69	0.049836494256389585
2107	70-74	-0.15575381121364984
2107	75-79	-0.07932440202236535
2107	80-84	-0.11007946269887015
2107	85-89	-0.1357093622122818
2107	90-94	-0.05273518179294712
2107	95-99	-0.056204109324262674
2107	100-104	-0.19809981897312667
2107	105-109	-0.14003151984667994
2107	110-114	-0.06715197487249469
2107	115-119	-0.13372929560529911
2107	120-124	-0.09220379534097134
2107	125-129	-0.2956705691668873
2107	130-134	-0.2070119736267273
2107	135-139	-0.08845068473571871
2107	140-144	-0.1956266166384779
2107	145-149	-0.09786245154075601
2107	150-154	-0.14169717455163067
2107	155-159	0.04914291076034516
2107	160-164	-0.03838554186345533
2107	165-169	-0.277792876887311
2107	170-174	-0.06344628526020557
2107	175-179	0.00627647877971782
2107	180-184	-0.08393472842875127
2107	185-189	-0.10050398712336062
2107	190-194	-0.12580511885863288
2107	195-199	-0.12709172482790265
2107	200-204	-0.5661221874773723
2107	205-209	-0.23165562884943824
2107	210-214	-0.1214448038606335
2107	215-219	-0.21756561733575452
2107	220-224	-0.10886382622025437
2107	225-229	-0.29861286748003124
2107	230-234	-0.18693471473194734
2107	235-239	-0.4233808997388735
2107	240-244	-0.2558559630493491
2107	245-249	-0.6578499987560491
2107	250-251	-0.2040074007514292
2108	1	-0.14944693557090005
2108	2	-0.1660950737783473
2108	3	-0.0799525862230297
2108	4	-0.08373768428392481
2108	5	-1.7978401012995882
2108	6	-0.6062263134809953
2108	7	-0.21731440002119484
2108	8	-0.03936126737773549
2108	9	-0.09515187453933294
2108	10-14	0.09453531014116834
2108	15-19	0.07122567165765759
2108	20-24	0.14760676215359325
2108	25-29	0.139488043559588
2108	30-34	0.004343448386201487
2108	35-39	0.17904729761328042
2108	40-44	0.08842426712381979
2108	45-49	0.17510176076322637
2108	50-54	0.2612986716291914
2108	55-59	0.17755523389102734
2108	60-64	0.21044793468021794
2108	65-69	0.19253373250699468
2108	70-74	0.04238531719116878
2108	75-79	0.007058025011488667
2108	80-84	-0.08173242695513494
2108	85-89	-0.08207686737422648
2108	90-94	-0.07571715333292417
2108	95-99	-0.10704166064346765
2108	100-104	-0.1950191362464011
2108	105-109	-0.016104243900890935
2108	110-114	0.01844479331632698
2108	115-119	-0.12473075167905279
2108	120-124	-0.14245089331620875
2108	125-129	-0.11348698721269557
2108	130-134	-0.09552040533766615
2108	135-139	-0.20533232328091344
2108	140-144	-0.31638838339953423
2108	145-149	-0.1940822711700747
2108	150-154	-0.2796344227983596
2108	155-159	-0.06306050910900751
2108	160-164	-0.3767520850469239
2108	165-169	-0.5783220899287969
2108	170-174	-0.37238440451557864
2108	175-179	-0.46644475676280805
2108	180-184	-0.643004507609735
2108	185-189	-0.5872820114417578
2108	190-194	-1.1110449312607003
2108	195-199	-1.0019552286811795
2108	200-204	-1.4138777453318845
2108	205-209	-1.0454495072970964
2108	210-214	-0.9020265291297953
2108	215-219	-1.0744863981881743
2108	220-224	-1.1055636248727012
2108	225-229	-0.9241268378392853
2108	230-234	-0.7871415223319254
2108	235-239	-1.042182580930369
2108	240-244	-0.7574161556589196
2108	245-249	-0.7324354994961517
2108	250-251	-0.8311700627751684
2109	1	-0.21928108885326836
2109	2	-0.1677741235771073
2109	3	-0.14425068523886608
2109	4	-0.11631840955289618
2109	5	0.053315098385411375
2109	6	-0.027039595536756167
2109	7	0.043273010125588485
2109	8	-0.180712874500216
2109	9	-0.0920421087561536
2109	10-14	-0.06472304427817477
2109	15-19	-0.06334069499491335
2109	20-24	0.02473964759116143
2109	25-29	-0.0041783031815398886
2109	30-34	-0.10320272268671715
2109	35-39	-0.004892365814697541
2109	40-44	0.04746037330072994
2109	45-49	-0.03501262905639635
2109	50-54	0.13841315446010327
2109	55-59	-0.0947519743654297
2109	60-64	-0.02967360620048254
2109	65-69	0.018385833000266416
2109	70-74	-0.05048426550514762
2109	75-79	-0.11462784726464292
2109	80-84	-0.005941066881575807
2109	85-89	0.08221928637890841
2109	90-94	0.10606617220032177
2109	95-99	0.10472745285862572
2109	100-104	0.035678194311103084
2109	105-109	0.15682946199463998
2109	110-114	0.06008542874104705
2109	115-119	0.002180228537206119
2109	120-124	-0.1072142390292612
2109	125-129	0.007669999442214248
2109	130-134	-0.024275953192429256
2109	135-139	-0.034256677933235835
2109	140-144	-0.14558763902297756
2109	145-149	-0.03679200295082552
2109	150-154	-0.33680178451386666
2109	155-159	0.05049264675166398
2109	160-164	-0.038931282627345354
2109	165-169	-0.06361489004031995
2109	170-174	-0.404364866910484
2109	175-179	-0.5366294811038905
2109	180-184	-0.3256845274463309
2109	185-189	-0.17481863382538165
2109	190-194	-0.5887052342083692
2109	195-199	-0.6062171866107953
2109	200-204	-1.3587475970693355
2109	205-209	-0.8598483408517303
2109	210-214	-0.45717879145017903
2109	215-219	-0.5380751100977363
2109	220-224	-0.4918447981588301
2109	225-229	-0.4635855479522242
2109	230-234	-0.6889325394662542
2109	235-239	-0.6697155880945509
2109	240-244	-0.5331981860573798
2109	245-249	-0.23434652179710014
2109	250-251	-0.5537005910787443
2110	1	-0.05058170282086394
2110	2	-0.016454916838583244
2110	3	-0.24725892337074384
2110	4	-0.1461798888966399
2110	5	-0.05243940934616376
2110	6	0.03179975525061707
2110	7	0.00122649660860219
2110	8	-0.12441152720124649
2110	9	-0.07040567414561849
2110	10-14	-0.1761025872660582
2110	15-19	-0.16120812222023773
2110	20-24	-0.11513304608165242
2110	25-29	-0.06619643113318574
2110	30-34	-0.2633147757212342
2110	35-39	-0.12076542275049462
2110	40-44	-0.098504267409524
2110	45-49	-0.14557202277018177
2110	50-54	0.012506020589114542
2110	55-59	-0.04773449503313998
2110	60-64	-0.10831950636531928
2110	65-69	-0.0902395277085617
2110	70-74	-0.17443016434503988
2110	75-79	-0.08937485179656335
2110	80-84	-0.08358417226981629
2110	85-89	-0.011496493328372992
2110	90-94	-0.033591418001542195
2110	95-99	-0.08958935598448647
2110	100-104	-0.014153238123576273
2110	105-109	-0.040497840956682296
2110	110-114	-0.0700199731481419
2110	115-119	-0.2039933206139679
2110	120-124	-0.11234017793461959
2110	125-129	-0.005530590410707248
2110	130-134	-0.18275739106151434
2110	135-139	-0.1785145837873685
2110	140-144	-0.25131077367947086
2110	145-149	-0.1955391155367252
2110	150-154	-0.54459782399978
2110	155-159	-0.10775567157470078
2110	160-164	-0.27263988319090515
2110	165-169	-0.34337377969922045
2110	170-174	-0.4858856374759952
2110	175-179	-0.697379615802344
2110	180-184	-0.6384575715630021
2110	185-189	-0.24076449985361492
2110	190-194	-0.6168716982286995
2110	195-199	-0.6098369859135104
2110	200-204	-0.23527717227727507
2110	205-209	-0.5334998415170737
2110	210-214	-0.5642894065599826
2110	215-219	-0.33862060367433955
2110	220-224	-0.5313217962261731
2110	225-229	-0.35337087461433825
2110	230-234	-0.5190986505138859
2110	235-239	-0.5016431409753643
2110	240-244	-0.6330006421790344
2110	245-249	-0.21271253413677016
2110	250-251	-0.6309001172829198
2111	1	0.19826836699713724
2111	2	0.23185105407679174
2111	3	0.13547636147488618
2111	4	0.05320769322013774
2111	5	0.09880773002365117
2111	6	0.12167818925602347
2111	7	0.0513621806478497
2111	8	-0.0857086429955558
2111	9	0.08481068897703636
2111	10-14	-0.1628664934037758
2111	15-19	-0.13703343276724667
2111	20-24	-0.001328432915173039
2111	25-29	-0.013385386715853542
2111	30-34	-0.041737079688005
2111	35-39	-0.11836356179243523
2111	40-44	-0.06152804871283735
2111	45-49	0.0060638604472984525
2111	50-54	0.08666689480597967
2111	55-59	-0.011347587044006957
2111	60-64	-0.05828948213367369
2111	65-69	0.01738321960230138
2111	70-74	0.1448159595780112
2111	75-79	0.1885956269555038
2111	80-84	0.18536272983075008
2111	85-89	0.05686829422975137
2111	90-94	0.2101278145436325
2111	95-99	0.1139981800337182
2111	100-104	0.23140829043644118
2111	105-109	0.2205081021853914
2111	110-114	0.2229942328065846
2111	115-119	0.1856588124514431
2111	120-124	0.09887577797955771
2111	125-129	0.3483221766798792
2111	130-134	0.14749357429913346
2111	135-139	0.1202016680178275
2111	140-144	0.2503054118539936
2111	145-149	0.06679724617566052
2111	150-154	0.16986142689658124
2111	155-159	0.2841809602918062
2111	160-164	0.2056376348305946
2111	165-169	0.18781415935036705
2111	170-174	0.2208568481735469
2111	175-179	0.138850155460581
2111	180-184	0.45248499672981524
2111	185-189	0.35894789121929804
2111	190-194	0.3519765594692075
2111	195-199	0.2828102872846969
2111	200-204	0.3885905082837411
2111	205-209	0.0913997981195962
2111	210-214	0.12197870503784003
2111	215-219	0.1465534383075635
2111	220-224	0.05241134412248627
2111	225-229	0.0012137993779433032
2111	230-234	0.0776067276044472
