##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR1795072_2.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1361900
Sequences flagged as poor quality	0
Sequence length	35-251
%GC	56
>>END_MODULE
>>Per base sequence quality	warn
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	140-144	-0.5879860613646883
1105	145-149	-0.17418054527735904
1105	150-154	-0.3462187299954209
1105	155-159	-0.5886896765185909
1105	160-164	-0.05113301896050615
1105	165-169	-0.2705912058527389
1105	170-174	-0.03950786684672636
1105	175-179	-0.11288250428377467
1105	180-184	-0.3331646498854681
1105	185-189	-0.007944149668830391
1105	190-194	0.11250905840496728
1105	195-199	0.3506815008155755
1105	200-204	-0.15011806548004358
1105	205-209	0.2539682882554537
1105	210-214	0.0011693308473645914
1105	215-219	-0.09002517680105981
1105	220-224	-0.20689185321976566
1105	225-229	0.09374618645524535
1105	230-234	0.0504480186620917
1105	235-239	-0.09690952654829488
1105	240-244	0.14087487812903987
1105	245-249	-0.3889907504644867
1105	250-251	0.2799066587005612
1106	1	-0.11310733965725817
1106	2	3.078372702631782E-4
1106	3	0.03337883421428245
1106	4	0.055578015939424574
1106	5	0.11165346378712826
1106	6	0.11681133093403417
1106	7	0.2138963080605336
1106	8	0.17791890467950822
1106	9	0.26812371001412316
1106	10-14	0.2029627545120718
1106	15-19	0.1916454575511679
1106	20-24	0.3715134645276521
1106	25-29	0.24466832108461745
1106	30-34	0.3102105934492059
1106	35-39	0.17027561695452675
1106	40-44	0.23064145985883755
1106	45-49	0.34238058915872216
1106	50-54	0.20731157174902393
1106	55-59	0.14609989291936643
1106	60-64	0.4175171742095003
1106	65-69	0.2620074360758551
1106	70-74	-0.14976081555109744
1106	75-79	-0.1653368703530731
1106	80-84	-0.3543015449025404
1106	85-89	-0.0963956663138319
1106	90-94	-0.14214958211628215
1106	95-99	0.015002386834936488
1106	100-104	-0.10423147928316467
1106	105-109	0.03570742637175073
1106	110-114	0.03471844199311391
1106	115-119	0.07499625670577359
1106	120-124	0.26516575772319584
1106	125-129	0.12540057997284038
1106	130-134	-0.20434379290683324
1106	135-139	0.10844872339987432
1106	140-144	-0.12063633257297823
1106	145-149	0.29829262322080297
1106	150-154	0.06690086767213188
1106	155-159	0.11806503187304429
1106	160-164	0.19131862249145115
1106	165-169	-0.19712926266794284
1106	170-174	0.2201399343058128
1106	175-179	0.4543894887637592
1106	180-184	0.23136462595160623
1106	185-189	0.48905217602017004
1106	190-194	0.30293208881251843
1106	195-199	0.41007345139373186
1106	200-204	0.30280426000904015
1106	205-209	0.31147804138189983
1106	210-214	0.40325675060595856
1106	215-219	0.4299895823592301
1106	220-224	0.7059151202309337
1106	225-229	0.37584361436346825
1106	230-234	0.21932470912139834
1106	235-239	0.5063314429516375
1106	240-244	0.2546336378038241
1106	245-249	0.17982460937638223
1106	250-251	0.23288773073844382
1107	1	0.22802501475065995
1107	2	0.10747480883951965
1107	3	-0.045563431583779845
1107	4	0.07942931621553839
1107	5	0.15708586333987995
1107	6	-0.13960573118735198
1107	7	0.13347650050349813
1107	8	0.1682678847212955
1107	9	0.30055137985842606
1107	10-14	0.09129560446326224
1107	15-19	0.045550977556629846
1107	20-24	0.2539547171917178
1107	25-29	0.2434697848795082
1107	30-34	0.2269778954681314
1107	35-39	0.10756054386817482
1107	40-44	0.2696161607883596
1107	45-49	0.28759575715179864
1107	50-54	0.15331951815307576
1107	55-59	0.010301179838414498
1107	60-64	0.284561591355768
1107	65-69	0.152172327923914
1107	70-74	0.0632000138162141
1107	75-79	0.006357953093747426
1107	80-84	0.055292377378243884
1107	85-89	0.20474996578863625
1107	90-94	0.015205020646931189
1107	95-99	0.16060738195628943
1107	100-104	0.0644943242291518
1107	105-109	0.03802075690504125
1107	110-114	0.025578268841641716
1107	115-119	0.2765211561576564
1107	120-124	0.29658907472844476
1107	125-129	0.1544717634653452
1107	130-134	0.1569598958875531
1107	135-139	0.35516228187506016
1107	140-144	0.05748578249191638
1107	145-149	0.2646773872045216
1107	150-154	0.021077900013743545
1107	155-159	0.3508051893264792
1107	160-164	0.3969277909113629
1107	165-169	0.23377131326819267
1107	170-174	0.2197389660197615
1107	175-179	0.4233674145562887
1107	180-184	0.3334935225536739
1107	185-189	0.08677467512209702
1107	190-194	0.29466061854656544
1107	195-199	0.45717868759445324
1107	200-204	0.7190288342507962
1107	205-209	0.42107144140285513
1107	210-214	0.5070428158864573
1107	215-219	0.6481650418426064
1107	220-224	0.7419568505807987
1107	225-229	0.5067767458707344
1107	230-234	0.664155372965407
1107	235-239	0.7647190922957172
1107	240-244	0.7650525230322174
1107	245-249	0.7020742294368709
1107	250-251	0.6288088299040844
1108	1	0.25005518262180004
1108	2	0.11997447903615921
1108	3	0.20585976208936785
1108	4	0.12034672837436489
1108	5	0.16956951451625457
1108	6	0.04901528271912525
1108	7	0.205943885204654
1108	8	0.28288782588601435
1108	9	0.14038461161505467
1108	10-14	0.1637609980534549
1108	15-19	0.15008476998716702
1108	20-24	0.14318989459970766
1108	25-29	0.1298735533396922
1108	30-34	0.18796067506229264
1108	35-39	-0.10352830446567651
1108	40-44	0.1920970906823598
1108	45-49	0.1220610385834604
1108	50-54	0.06057411776185262
1108	55-59	-0.02739315806485365
1108	60-64	0.22913978766924004
1108	65-69	0.15576523148089905
1108	70-74	0.15413980857519505
1108	75-79	0.22637507805839618
1108	80-84	0.27430677175872376
1108	85-89	0.16903121669528076
1108	90-94	0.18340586019668592
1108	95-99	0.2855395446633793
1108	100-104	0.31333086785905806
1108	105-109	0.15500297096026117
1108	110-114	0.19803061715285253
1108	115-119	0.42433488709821177
1108	120-124	0.43998742722342143
1108	125-129	0.1757054422175912
1108	130-134	0.3338459370433853
1108	135-139	0.5295150110924283
1108	140-144	0.36012348184313936
1108	145-149	0.4063395969879693
1108	150-154	0.36104588464280596
1108	155-159	0.534682011453441
1108	160-164	0.4511698116312104
1108	165-169	0.43584533387087276
1108	170-174	0.3315214143387877
1108	175-179	0.45208774537824326
1108	180-184	0.5228409234949183
1108	185-189	0.22626089348556988
1108	190-194	0.5238909828984006
1108	195-199	0.7174785377480681
1108	200-204	0.8673549248517602
1108	205-209	0.3964931209172846
1108	210-214	0.7390750119235392
1108	215-219	0.8213988838564248
1108	220-224	0.7230171302498505
1108	225-229	0.5493778752358907
1108	230-234	0.8884582526164451
1108	235-239	1.026945326020229
1108	240-244	0.9815053889703229
1108	245-249	0.9857714121243255
1108	250-251	0.8442085391709888
1109	1	-0.26580854565053613
1109	2	-0.12248862128333116
1109	3	0.07381966742926238
1109	4	0.1716185418371765
1109	5	0.3227510248429226
1109	6	0.17212202115511133
1109	7	0.3699395231484033
1109	8	0.24993659941895174
1109	9	0.2172379374735769
1109	10-14	0.17020363559333163
1109	15-19	0.1812287415717222
1109	20-24	0.17992975838971859
1109	25-29	0.3073728211713984
1109	30-34	0.3055290027636701
1109	35-39	0.14298947627327152
1109	40-44	0.22674131021788213
1109	45-49	0.19475887599647734
1109	50-54	0.18733524122542633
1109	55-59	-0.026093757127071626
1109	60-64	0.2951107260571888
1109	65-69	0.351279371531632
1109	70-74	0.222608051464249
1109	75-79	0.2942101259193137
1109	80-84	0.32349558660168753
1109	85-89	0.28438732687614277
1109	90-94	0.34952276307299
1109	95-99	0.3734371678513426
1109	100-104	0.425002549298064
1109	105-109	0.42403712329522847
1109	110-114	0.4316968952258122
1109	115-119	0.429630984202241
1109	120-124	0.3816948752177822
1109	125-129	0.2820861073232095
1109	130-134	0.4907657911265133
1109	135-139	0.5145502378995346
1109	140-144	0.39018075914859907
1109	145-149	0.42289090017046504
1109	150-154	0.4365272140528873
1109	155-159	0.657583728403381
1109	160-164	0.6970101136589832
1109	165-169	0.6808075057048839
1109	170-174	0.3815639682753442
1109	175-179	0.5829601685197261
1109	180-184	0.47714977247125034
1109	185-189	0.3505389282233473
1109	190-194	0.7960487885247929
1109	195-199	0.7019396286697948
1109	200-204	1.0562454046369467
1109	205-209	0.7098669886276916
1109	210-214	0.6053823552092936
1109	215-219	0.9023489766867421
1109	220-224	0.7155659770991001
1109	225-229	0.8289523114166784
1109	230-234	0.8138938620445835
1109	235-239	1.0225443957845144
1109	240-244	1.1799579897997496
1109	245-249	1.3339903981848948
1109	250-251	1.1106219520026066
1110	1	0.42505394758491377
1110	2	0.2064738263931858
1110	3	0.022149910826748
1110	4	-0.07586319690935284
1110	5	0.2416651275435413
1110	6	-0.014667396920742704
1110	7	0.030180776393322617
1110	8	0.04253747938211916
1110	9	0.08346632433257639
1110	10-14	0.06027533863663592
1110	15-19	-0.006126492137795481
1110	20-24	-0.04474951793805815
1110	25-29	0.09577751476208363
1110	30-34	0.1384571193322799
1110	35-39	0.043969264699363464
1110	40-44	0.045067545729061464
1110	45-49	-0.01584056595297767
1110	50-54	0.1081699699986558
1110	55-59	-0.07915866413523531
1110	60-64	0.01231522316041378
1110	65-69	0.1769481680332703
1110	70-74	0.2506410374628345
1110	75-79	0.0584197555742918
1110	80-84	-0.003698148232174958
1110	85-89	0.13753410394775756
1110	90-94	0.02061685895548493
1110	95-99	0.006308072350513783
1110	100-104	-0.016531359824561775
1110	105-109	0.028183610169079998
1110	110-114	0.1585258696926175
1110	115-119	0.023846335692148557
1110	120-124	0.03379993714334972
1110	125-129	-0.04989040176483428
1110	130-134	0.2826960461631174
1110	135-139	0.09008464837118879
1110	140-144	0.25294683850574273
1110	145-149	0.10373545058077838
1110	150-154	0.1253378653578494
1110	155-159	0.1234933154031097
1110	160-164	0.3365100740217386
1110	165-169	0.45929947792822645
1110	170-174	0.07569628846542287
1110	175-179	0.2344039366013888
1110	180-184	0.3979782143550281
1110	185-189	0.087902525187598
1110	190-194	0.740340748876541
1110	195-199	0.5553928172617049
1110	200-204	0.9724983981248592
1110	205-209	0.5803805905047561
1110	210-214	0.36508669024771123
1110	215-219	0.6016029251175894
1110	220-224	0.6863061263237462
1110	225-229	0.8786409303004774
1110	230-234	0.6126147624748377
1110	235-239	1.0463943202838948
1110	240-244	0.8789014619106084
1110	245-249	0.912107975999664
1110	250-251	0.7313057071576345
1111	1	0.00152852870621345
1111	2	0.29030236869904513
1111	3	0.3235532676555195
1111	4	0.05391494677733988
1111	5	0.1786534647513207
1111	6	0.25120600846992147
1111	7	0.04528794775126954
1111	8	0.12287387052143117
1111	9	0.12867221108244564
1111	10-14	0.060804031602636144
1111	15-19	0.09969054859653426
1111	20-24	0.08699234134773093
1111	25-29	0.13660423547214862
1111	30-34	0.27298080803960545
1111	35-39	0.13663556488972972
1111	40-44	0.11854486809631481
1111	45-49	0.22656545304564446
1111	50-54	0.31697479443665344
