##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ERR1795073_1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	848614
Sequences flagged as poor quality	0
Sequence length	35-251
%GC	56
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1105	105-109	0.08986953315350377
1105	110-114	0.022542383141875177
1105	115-119	0.38112600785458994
1105	120-124	0.40596981136833676
1105	125-129	0.20823531657443795
1105	130-134	0.3802202016374423
1105	135-139	0.5591412207596065
1105	140-144	0.544216378756424
1105	145-149	0.38127115822538116
1105	150-154	0.3335643632686853
1105	155-159	0.29644237830165565
1105	160-164	0.3301872289474659
1105	165-169	0.3030701859872664
1105	170-174	0.517319355438957
1105	175-179	0.3228317839263113
1105	180-184	0.4854288109426861
1105	185-189	0.4728012846508989
1105	190-194	0.5594386077139646
1105	195-199	0.5191407707344595
1105	200-204	0.5184010846321456
1105	205-209	0.5701806943517127
1105	210-214	0.7550386802713263
1105	215-219	0.7739681484213818
1105	220-224	0.6157590093666698
1105	225-229	0.7208263308098637
1105	230-234	0.5044240917169134
1105	235-239	0.045328995086205026
1105	240-244	0.8578130733037987
1105	245-249	0.9445275105232369
1105	250-251	0.9298868936616209
1106	1	-0.06807030393664348
1106	2	-0.03986683125274482
1106	3	0.06050733205140091
1106	4	-0.08542477812147098
1106	5	-0.014292305246620174
1106	6	0.025771556330660417
1106	7	-0.0034896206627763604
1106	8	0.14994061527928437
1106	9	0.141954772119405
1106	10-14	-0.0731291962944951
1106	15-19	-0.04030856632098789
1106	20-24	-0.05092740629600456
1106	25-29	-0.0815749963361938
1106	30-34	-0.25011055047009734
1106	35-39	0.03218946453051075
1106	40-44	-0.36495106526172805
1106	45-49	-0.0395707403511949
1106	50-54	-0.3442820430328126
1106	55-59	-0.15460561221978253
1106	60-64	-0.33347900152871546
1106	65-69	-0.09069576996339634
1106	70-74	-0.12439950187914661
1106	75-79	0.021126144249755896
1106	80-84	0.07361204637473406
1106	85-89	-0.19399528670847133
1106	90-94	-0.1225039293336323
1106	95-99	-0.030140145651195382
1106	100-104	0.2126271261924657
1106	105-109	-0.05225526482863785
1106	110-114	-0.7132317235991366
1106	115-119	-0.12036592129303614
1106	120-124	-0.12938609590660377
1106	125-129	-0.35291582434621205
1106	130-134	-0.2508156460008024
1106	135-139	-0.0817688069823106
1106	140-144	-0.14925188140572487
1106	145-149	-0.2503343738629056
1106	150-154	-0.3052451955164486
1106	155-159	-0.4683596750413912
1106	160-164	-0.32963221517546515
1106	165-169	0.0396176256251195
1106	170-174	-0.25935387296799206
1106	175-179	0.01519032247744434
1106	180-184	-0.03051977741917966
1106	185-189	-0.21409507495775415
1106	190-194	-0.022652795976135565
1106	195-199	0.16928057833332133
1106	200-204	0.135234105688383
1106	205-209	-0.16610977416312522
1106	210-214	0.29156306112577113
1106	215-219	0.5231994985494026
1106	220-224	0.3761805330658561
1106	225-229	0.28943264878268593
1106	230-234	0.2781892922986202
1106	235-239	0.4080858759076911
1106	240-244	0.630638377672387
1106	245-249	0.6356104130480844
1106	250-251	0.1537378835242258
1107	1	-0.11555284906221885
1107	2	0.12044314906582798
1107	3	0.09258880772864586
1107	4	0.11136461742260906
1107	5	0.14979294701876
1107	6	0.16716985914739269
1107	7	-0.07732711769038048
1107	8	0.24952838453887694
1107	9	0.194137651469525
1107	10-14	0.20194646269995076
1107	15-19	0.0012832603139614207
1107	20-24	0.18042799311065494
1107	25-29	0.10470501608864424
1107	30-34	0.2540832918661309
1107	35-39	0.1463506075210077
1107	40-44	0.1859577790986151
1107	45-49	0.2776523072248054
1107	50-54	0.40626521239125424
1107	55-59	0.1813247952143726
1107	60-64	0.302415140554821
1107	65-69	0.08235560908349981
1107	70-74	0.28683961927588086
1107	75-79	0.2713304163712138
1107	80-84	0.2988473770462363
1107	85-89	0.2571939893967752
1107	90-94	0.3792108954034177
1107	95-99	0.2825999059554789
1107	100-104	0.5481589528056503
1107	105-109	0.2128224243772152
1107	110-114	0.32187074759665535
1107	115-119	0.2581483890155596
1107	120-124	0.4338861036120534
1107	125-129	0.2570026489788333
1107	130-134	0.3309063902223812
1107	135-139	0.4698648263605847
1107	140-144	0.36726673744855276
1107	145-149	0.42371739683665055
1107	150-154	0.5686189058583295
1107	155-159	0.4775283316393981
1107	160-164	0.5794006105510974
1107	165-169	0.5807112586887655
1107	170-174	0.654581239054302
1107	175-179	0.6978173260885043
1107	180-184	0.3311131860530452
1107	185-189	0.7942595330634319
1107	190-194	0.7986490795476868
1107	195-199	0.4996627445188224
1107	200-204	0.5354636835348927
1107	205-209	0.2649561189516447
1107	210-214	0.5585285443893895
1107	215-219	0.6344420476037342
1107	220-224	0.5221121617314068
1107	225-229	0.3542626944100533
1107	230-234	0.8456096946025937
1107	235-239	0.8092377052659536
1107	240-244	0.9398254392446752
1107	245-249	0.8992116665251473
1107	250-251	0.5545887383689383
1108	1	0.0988881511471007
1108	2	-0.10890565360663373
1108	3	0.01343162742444548
1108	4	0.03640695610276623
1108	5	-0.01208057618826075
1108	6	0.16522047088317748
1108	7	-0.11211536399037669
1108	8	0.16851334160151055
1108	9	0.07217005714213087
1108	10-14	0.2116823778744319
1108	15-19	0.05203174615699169
1108	20-24	0.05890342590844
1108	25-29	0.14155338589870325
1108	30-34	0.24492674470392473
1108	35-39	0.1784525945128408
1108	40-44	0.23369782647228732
1108	45-49	0.22901451607043555
1108	50-54	0.3975578218428666
1108	55-59	0.1749382288005492
1108	60-64	0.29743246126785294
1108	65-69	0.37269533483880224
1108	70-74	0.15458060805026008
1108	75-79	0.06907477823934016
1108	80-84	0.14360609075965414
1108	85-89	0.15807471975004006
1108	90-94	0.19282719229822476
1108	95-99	0.23924283809777336
1108	100-104	0.3817016071085888
1108	105-109	0.37329025547926165
1108	110-114	0.32799582133694116
1108	115-119	0.3049138801701545
1108	120-124	0.4984959214712248
1108	125-129	0.43603078492989056
1108	130-134	0.3822238168275902
1108	135-139	0.4070911340385095
1108	140-144	0.44255610531166667
1108	145-149	0.25096713037834917
1108	150-154	0.34860414496653647
1108	155-159	0.4215424919284416
1108	160-164	0.5944195906646499
1108	165-169	0.42741897145371865
1108	170-174	0.35782783039198307
1108	175-179	0.4394291245714186
1108	180-184	0.3069512387475797
1108	185-189	0.4617514717572533
1108	190-194	0.7423014700492203
1108	195-199	0.5380497346854511
1108	200-204	0.5759460614973833
1108	205-209	0.7089566627538346
1108	210-214	0.7612125947842401
1108	215-219	0.6691862499773151
1108	220-224	0.6983889220258348
1108	225-229	0.49712521305703206
1108	230-234	0.5815074394222322
1108	235-239	0.5649364106336527
1108	240-244	0.5981141606015079
1108	245-249	0.8933746469514006
1108	250-251	0.4468841065677047
1109	1	-0.06390548032657506
1109	2	0.1651165785472557
1109	3	0.030248378563157985
1109	4	0.07362029793084446
1109	5	0.11522275292939099
1109	6	0.1625836119118702
1109	7	-0.06872779738741741
1109	8	0.2094339442215727
1109	9	0.18545166125510804
1109	10-14	0.3039302216978328
1109	15-19	0.059870498062764455
1109	20-24	0.2224185405400192
1109	25-29	0.18668497527266226
1109	30-34	0.33866104288865984
1109	35-39	0.26218980175647744
1109	40-44	0.23622676995432812
1109	45-49	0.25610419912855775
1109	50-54	0.29273533878068037
1109	55-59	0.3365895638837557
1109	60-64	0.3233840200709679
1109	65-69	0.2568367387929058
1109	70-74	0.227189682074048
1109	75-79	0.2268101774557607
1109	80-84	0.26840747891215244
1109	85-89	0.3607503380559791
1109	90-94	0.18074096392348338
1109	95-99	0.17937500960877628
1109	100-104	0.06933809425390791
1109	105-109	0.27985949064395754
1109	110-114	0.3721044991920266
1109	115-119	0.2560808725711752
1109	120-124	0.20510031176778654
1109	125-129	0.4269790344881059
1109	130-134	0.35059410339317054
1109	135-139	0.1774683299768398
1109	140-144	0.3715280020124254
1109	145-149	0.38190696423331616
1109	150-154	0.18478473764553627
1109	155-159	0.5182992455434245
1109	160-164	0.35993904758192485
1109	165-169	0.2060735473379225
1109	170-174	0.48291427857120084
1109	175-179	0.2975297054041661
1109	180-184	0.2890062945597833
1109	185-189	0.37563505746955883
1109	190-194	0.6152077188036387
1109	195-199	0.4570205127102014
1109	200-204	0.7853897219423871
1109	205-209	0.5635824907121787
1109	210-214	0.606715525635309
1109	215-219	0.4733061083229231
1109	220-224	0.5336798344196438
1109	225-229	0.48552119647433045
1109	230-234	0.4063746702594031
1109	235-239	0.6383806607700002
1109	240-244	0.4382388409689817
1109	245-249	0.490871195972705
1109	250-251	-0.007884099902330632
1110	1	0.01804662323329609
1110	2	-0.036192418216494104
1110	3	0.027508702187752476
1110	4	0.08615311346483168
1110	5	0.08308708949897436
1110	6	0.13071772194422948
1110	7	0.07253873982941172
1110	8	0.23722527108241565
1110	9	0.1884543797017102
1110	10-14	0.29297472655219536
1110	15-19	0.2634681679656765
1110	20-24	0.12715143374389726
1110	25-29	0.3323529105477405
1110	30-34	0.26907864806664605
1110	35-39	0.12531106124175295
1110	40-44	0.01595264367264093
1110	45-49	0.09760699513020654
1110	50-54	0.1334230297195873
1110	55-59	0.2277236698093148
1110	60-64	0.209170681619959
1110	65-69	0.15827296815227498
1110	70-74	0.24638948310832376
1110	75-79	0.01719937065551136
1110	80-84	0.14648400183678945
1110	85-89	0.2959029897622045
1110	90-94	0.07771203640415791
1110	95-99	0.10147845604168992
1110	100-104	0.02506920869640794
1110	105-109	0.17716080332946404
1110	110-114	0.20723712872229783
1110	115-119	0.03799522518445997
1110	120-124	0.04730013898522145
1110	125-129	0.21562311846179938
1110	130-134	0.23090617045294692
1110	135-139	0.051976067175161234
1110	140-144	0.17928444414459221
1110	145-149	0.22194126221144472
1110	150-154	0.13251837704940783
1110	155-159	0.1695846598348112
1110	160-164	0.12166503490001901
1110	165-169	-0.036574510276629724
1110	170-174	0.08735826194418195
1110	175-179	-0.05950213436594254
1110	180-184	0.04601617568136618
1110	185-189	0.1602575343579744
1110	190-194	0.27347050407369267
1110	195-199	0.1657381123171362
1110	200-204	0.20028502706554008
1110	205-209	0.4295432679365092
1110	210-214	0.34876095412524677
1110	215-219	0.07810315562790038
1110	220-224	0.22417870757767844
1110	225-229	0.06980145742770816
1110	230-234	0.03396960949805106
1110	235-239	0.17181283542933912
1110	240-244	-0.12648315974183788
1110	245-249	0.07367779195962143
1110	250-251	0.18440174267523446
1111	1	-0.1386496490519562
1111	2	-0.2121887877464772
1111	3	-0.27192520380900476
1111	4	-0.15060591408784774
1111	5	-0.20103453124657022
1111	6	-0.001131094911521302
1111	7	-0.0785660899923073
1111	8	0.09705386103379254
1111	9	0.15866844777302447
1111	10-14	0.24387168603356457
1111	15-19	0.1616791242055413
1111	20-24	0.20130762175038086
1111	25-29	0.3207987841295932
1111	30-34	0.19211994466307658
1111	35-39	-0.010554342987724397
1111	40-44	0.014545637475492867
1111	45-49	0.13938738057444056
1111	50-54	0.17970703556801482
1111	55-59	0.20036737122333648
1111	60-64	0.06721787911232013
1111	65-69	0.10805846226904237
